[ 600.         1473.36881323] | [[-0.45699843,  0.025361  ,  0.02153423,  0.03214901,  0.00669334,  -0.04818095,  0.08838554], [-0.23329088,  0.00247266,  0.00252212, -0.05156559,  0.02351353,  -0.01531681,  0.02624254]]
[ 600.         1062.85993902] | [[ 0.99901919,  0.06758455,  0.00754971,  0.02537548,  0.02081648,   0.03691877, -0.03481523], [ 0.00463054, -0.0400294 ,  0.01811697, -0.02319785,  0.03014239,   0.08420623, -0.01182531]]
[ 600.         1033.36032538] | [[ 0.4941032 ,  0.0390909 ,  0.0093718 , -0.01302093, -0.01628069,  -0.00161675, -0.04001663], [-0.20035798, -0.02339933, -0.04095767, -0.01527541,  0.01561281,   0.02850421,  0.03349612]]
[600.         897.59562952] | [[-0.09130597, -0.04654333,  0.0392402 , -0.04389853, -0.01800542,   0.00678377,  0.01329293], [-0.03892504,  0.0390809 , -0.05125063,  0.00116879,  0.00367537,  -0.00791434,  0.02428582]]
[ 600.         1420.50983304] | [[-0.09390085, -0.05803955,  0.04918699,  0.01548853, -0.00577162,   0.02435239, -0.02998788], [-0.27792986, -0.00331941, -0.03743558, -0.03644986, -0.02437202,   0.02027696, -0.00204479]]
[ 600.         1375.73271094] | [[ 0.91424196,  0.03078292,  0.02953866,  0.00372166,  0.01239045,  -0.02188121,  0.0145281 ], [ 0.7174503 , -0.07487575,  0.0104603 ,  0.04395373,  0.02769887,  -0.0042421 ,  0.08637075]]
[ 600.         1078.09461168] | [[-1.85520954e-01, -2.63177763e-02, -3.05641370e-02,  7.90156509e-02,  -1.74142178e-02, -1.30340725e-02, -5.74291617e-02], [ 4.06514652e-01, -7.23795049e-02,  2.29793702e-02,  3.00515080e-02,   1.73341369e-04,  9.28232218e-03,  1.35632219e-03]]
[ 600.        1569.5094909] | [[-0.20920839,  0.00830876,  0.05752705,  0.05417433,  0.0248818 ,   0.00920941,  0.04324414], [-0.14354134,  0.02682021, -0.03338087,  0.00263994,  0.01103593,  -0.0200325 ,  0.00436814]]
[ 600.         1318.72985983] | [[ 0.74203038,  0.00524888, -0.03668422,  0.06252649, -0.05339558,   0.0089332 ,  0.00685657], [-0.50660662,  0.05440582,  0.00100096, -0.02984825, -0.01110894,   0.00081112,  0.02463815]]
[ 600.         1260.97019533] | [[-0.0724053 ,  0.00923047,  0.03620339,  0.02236266,  0.04735436,   0.01646186,  0.02535791], [ 0.20965046,  0.00138759,  0.01425083, -0.0113917 ,  0.04473947,   0.0477689 , -0.04786378]]
[600.         889.34443235] | [[ 1.57510476e-01,  3.97118350e-04,  8.66098522e-03, -8.56278285e-03,   6.04102240e-02,  6.24769767e-03,  3.98623242e-02], [-1.19291355e+00,  1.57680241e-02, -2.29013244e-02, -3.20728947e-02,  -2.40382079e-02, -1.50559405e-02,  5.07183110e-03]]
[ 600.         1179.24830715] | [[ 0.07607739,  0.03057952, -0.01096806,  0.01988459, -0.02187022,   0.00571013,  0.05047737], [ 0.50646744, -0.02265154,  0.01124596,  0.03723239, -0.03097805,   0.02371186, -0.03129203]]
[600.         935.49446915] | [[ 0.46098797,  0.01807288, -0.00188287, -0.00899692,  0.05437527,   0.0028835 ,  0.04344326], [-0.82624299, -0.02548813,  0.00788609,  0.01060604,  0.03552286,  -0.01342062, -0.01683413]]
[600.         886.47489883] | [[-0.0856306 , -0.02734907,  0.02508205,  0.00637284,  0.03309159,   0.0144048 ,  0.01772034], [ 0.39446928, -0.01956084,  0.0037488 , -0.00820778, -0.01756665,  -0.00255812,  0.01702467]]
[ 600.         1540.85748782] | [[ 0.00033322,  0.0488582 ,  0.01359498, -0.01443097, -0.01517229,   0.00363868, -0.00738778], [-0.15917172, -0.06445591, -0.0125696 , -0.02207978,  0.02254592,   0.01249031,  0.03598081]]
[ 600.         1157.73213837] | [[ 0.0375704 ,  0.00955447,  0.02188564, -0.04588511,  0.00140748,   0.0095689 , -0.01055163], [-0.04508712,  0.00215405,  0.00950687,  0.01722004,  0.00537425,  -0.03267168,  0.01222245]]
[600.         801.93878035] | [[-0.41801441, -0.00360106, -0.01222306, -0.00816243, -0.00583673,   0.02581611, -0.07084303], [-0.44773137, -0.0074887 ,  0.0031522 ,  0.00819124,  0.0470968 ,  -0.00697873, -0.07542798]]
[ 600.         1118.94141259] | [[ 0.0434727 ,  0.06252317, -0.02772103, -0.04851652,  0.00769191,   0.00552767, -0.03473237], [ 0.03689447,  0.01866237, -0.02411412,  0.00703449,  0.04180549,  -0.02058799,  0.0004379 ]]
[ 600.         1264.16695904] | [[ 0.79700684,  0.02333915, -0.06725546, -0.0590707 ,  0.01574088,   0.04711509, -0.00170755], [ 0.36423845,  0.04538412,  0.05844192, -0.06566054,  0.00162   ,  -0.00790591,  0.0376817 ]]
[600.         914.76936813] | [[ 2.81728798e-02, -1.89039115e-02, -1.59892710e-04,  4.14042220e-02,  -1.98443040e-02,  2.11798611e-02, -2.01007816e-02], [-2.88783267e-01,  9.11507672e-03, -8.55900067e-03,  1.00661772e-02,   2.58806336e-02, -4.45069041e-02,  3.21155013e-02]]
[ 600.         1559.60045077] | [[ 7.67747866e-01, -1.95553018e-03, -1.12322540e-02, -2.04704059e-02,  -4.23921520e-02, -5.73204611e-04,  8.53815365e-03], [-1.22799839e-01,  2.42723454e-02, -3.08322642e-03,  1.00986570e-01,  -2.41370935e-02,  3.28133379e-03, -1.02171348e-01]]
[600.         884.13175628] | [[-0.92559766,  0.01032942,  0.00386876,  0.03469856,  0.03988478,  -0.0296091 , -0.02118562], [ 0.37322332, -0.08071559, -0.01879678, -0.06975519,  0.03068128,  -0.00244375,  0.00667821]]
[ 600.         1424.52629457] | [[ 0.02727202, -0.01672911,  0.04305787,  0.03297237,  0.08262919,  -0.01900475,  0.01473651], [ 0.57480194, -0.00121118,  0.05307287,  0.03301933,  0.06701437,  -0.02915991,  0.01483994]]
[ 600.         1194.92109669] | [[-0.00980637, -0.01366218, -0.01434497,  0.01615499, -0.06043803,   0.07638915, -0.0240923 ], [-1.18406726,  0.04972937,  0.01004876, -0.0261698 ,  0.01917594,   0.01695256, -0.02183909]]
[600.         653.94176262] | [[ 0.44629387, -0.0661924 ,  0.00442514,  0.00237422, -0.05211268,   0.0032649 ,  0.0189772 ], [-0.03026563,  0.02208723,  0.02158152,  0.03156836,  0.04251341,  -0.01596225, -0.02631465]]
[600.         776.98183551] | [[ 0.02664312,  0.01475604,  0.03318925,  0.02103606,  0.00577521,   0.01605289, -0.0318195 ], [-0.0771976 ,  0.04151859, -0.05633935, -0.00873406,  0.05972008,   0.00468122, -0.02067879]]
